id,Store,Merch,Offer,Title,Description,Code,Terms,Category,feature,URL,Link,Image,Type,Value,Status,Startdate,Enddate
81333357,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,403996,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-01-25,2023-04-03
17212462,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,338968,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-07-27,2023-09-17
99233046,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,376357,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-09-19,2023-01-15
2790007,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,605400,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-06-13,2023-01-26
54474769,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,507902,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-06-18,2023-12-06
6799822,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,187054,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-04-30,2023-08-02
15323058,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,234612,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-11-25,2023-09-30
61968037,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,612085,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-12-14,2023-10-15
74902535,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,861074,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-09-26,2023-06-14
82749328,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,313919,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-07-17,2023-05-20
27976821,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,827463,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-06-22,2023-07-29
16736796,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,337402,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-01-18,2023-04-05
34822629,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,477429,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-08-08,2023-12-11
60990264,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,267136,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-12-02,2023-07-03
77414001,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,874949,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-06-22,2023-12-04
28571762,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,308729,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-03-10,2023-03-25
68276951,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,397132,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-01-06,2023-03-11
61056308,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,788317,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-11-12,2023-07-29
91305656,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,962250,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-11-08,2023-07-22
35453886,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,527512,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-01-02,2023-03-10
35835584,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,347340,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-08-28,2023-02-25
90989732,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,589328,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-07-25,2023-06-28
24297188,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,767805,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-02-21,2023-09-07
66000002,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,946899,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-10-25,2023-02-08
61368613,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,161437,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-12-11,2023-09-26
24895364,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,846745,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-10-19,2023-09-27
13443213,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,918899,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-02-06,2023-07-04
46498653,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,535172,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-01-10,2023-12-03
83638149,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,654790,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-03-05,2023-02-07
29168268,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,826419,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-09-22,2023-01-30
43317631,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,366160,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-10-17,2023-04-17
90956417,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,303486,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-12-29,2023-06-14
21917805,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,379201,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-05-01,2023-04-30
25589507,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,171064,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-04-11,2023-07-24
14483122,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,915830,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-12-06,2023-11-09
98622828,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,589528,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-03-23,2023-12-20
16299833,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,542097,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-10-29,2023-05-24
45458201,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,618086,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-02-05,2023-09-23
95301386,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,550390,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-06-02,2023-05-02
1804745,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,698039,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-05-01,2023-02-01
7146111,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,504941,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-06-11,2023-04-02
40931116,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,176159,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-08-23,2023-08-06
83848219,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,237784,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-01-22,2023-08-22
66760836,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,896534,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-05-16,2023-04-26
6232162,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,979237,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-04-02,2023-01-10
89927269,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,464737,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-02-20,2023-07-14
92171596,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,502105,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-06-09,2023-01-26
92281392,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,818135,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-08-12,2023-10-22
81954668,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,779856,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-04-13,2023-12-23
75520382,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,839026,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-03-26,2023-01-15
18941033,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,570374,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-12-21,2023-10-28
59249062,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,172314,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-06-16,2023-12-28
75167007,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,630815,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-09-21,2023-11-06
36628161,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,139168,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-06-10,2023-10-30
34396354,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,606086,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-01-01,2023-08-27
36547974,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,884424,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-11-20,2023-04-27
25774653,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,139225,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-12-07,2023-06-20
37382651,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,314178,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-02-04,2023-02-19
90242311,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,906458,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-11-21,2023-03-30
6369010,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,692788,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-08-01,2023-09-30
54907752,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,630691,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-04-04,2023-08-22
44462675,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,857927,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-12-08,2023-01-28
37176117,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,696182,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-04-26,2023-01-04
84003874,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,607577,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-08-04,2023-01-08
5037966,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,776617,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-12-28,2023-04-22
10504025,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,245684,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-08-29,2023-02-07
38521666,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,800116,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-11-18,2023-04-14
95039221,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,919048,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-10-25,2023-10-19
98837931,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,367342,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-12-09,2023-11-22
26113345,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,700269,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-09-04,2023-02-19
32143439,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,774348,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-10-03,2023-03-10
19689685,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,378106,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-09-23,2023-02-20
72234142,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,844252,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-12-01,2023-12-22
71767920,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,675774,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-04-18,2023-11-28
65533318,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,443822,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-09-23,2023-04-04
82441013,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,975245,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-04-04,2023-04-28
64764837,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,637304,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-08-06,2023-03-22
6402265,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,792926,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-03-14,2023-09-28
52674616,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,527761,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-02-13,2023-01-09
25586553,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,906480,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-03-17,2023-11-26
11095221,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,390292,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-01-06,2023-07-26
43736386,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,518920,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-04-26,2023-08-04
89833741,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,522630,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-04-10,2023-10-06
87490526,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,320600,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-02-06,2023-11-15
79403412,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,532366,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-02-27,2023-08-22
15109418,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,134093,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-06-26,2023-11-18
20085836,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,217906,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-07-04,2023-07-01
85741001,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,659510,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-07-05,2023-10-22
85508432,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,523466,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-10-22,2023-06-21
93125486,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,180647,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-05-02,2023-08-20
24025859,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,678601,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-02-04,2023-08-08
